[2026-07-13 02:43:36] GET / → 200 (554ms)
[2026-07-13 02:43:38] GET /rooms → 200 (67ms)
[2026-07-13 02:44:06] DELETE /rooms/1 → 200 (18ms)
[2026-07-13 02:44:06] GET /rooms → 200 (10ms)
[2026-07-13 02:44:08] DELETE /rooms/2 → 200 (13ms)
[2026-07-13 02:44:08] GET /rooms → 200 (3ms)
[2026-07-13 02:44:13] DELETE /rooms/3 → 200 (7ms)
[2026-07-13 02:44:13] GET /rooms → 200 (3ms)
[2026-07-13 02:44:18] GET / → 200 (2ms)
[2026-07-13 02:44:18] GET /rooms → 200 (10ms)
[2026-07-13 02:44:27] DELETE /rooms/4 → 200 (9ms)
[2026-07-13 02:44:27] GET /rooms → 200 (6ms)
[2026-07-13 02:44:30] DELETE /rooms/5 → 200 (27ms)
[2026-07-13 02:44:30] GET /rooms → 200 (13ms)
[2026-07-13 02:44:31] DELETE /rooms/5 → 404 (20ms)
[2026-07-13 02:44:33] DELETE /rooms/6 → 200 (51ms)
[2026-07-13 02:44:33] GET /rooms → 200 (60ms)
[2026-07-13 02:44:34] DELETE /rooms/7 → 200 (14ms)
[2026-07-13 02:44:34] GET /rooms → 200 (5ms)
[2026-07-13 02:44:36] DELETE /rooms/8 → 200 (14ms)
[2026-07-13 02:44:36] GET /rooms → 200 (4ms)
[2026-07-13 02:44:37] DELETE /rooms/9 → 200 (9ms)
[2026-07-13 02:44:37] GET /rooms → 200 (8ms)
[2026-07-13 02:52:42] POST /rooms → 201 (24ms)
[2026-07-13 02:52:42] GET /rooms → 200 (7ms)
[2026-07-13 02:52:42] POST /rooms → 201 (11ms)
[2026-07-13 02:52:42] POST /bookings → 201 (22ms)
[2026-07-13 02:52:42] POST /rooms → 201 (13ms)
[2026-07-13 02:52:42] POST /bookings → 201 (12ms)
[2026-07-13 02:52:42] POST /bookings → 409 (5ms)
[2026-07-13 02:52:42] POST /rooms → 201 (11ms)
[2026-07-13 02:52:42] POST /bookings → 201 (12ms)
[2026-07-13 02:52:42] DELETE /bookings/1 → 200 (30ms)
[2026-07-13 02:52:42] POST /rooms → 201 (10ms)
[2026-07-13 02:52:42] POST /rooms → 201 (10ms)
[2026-07-13 02:52:43] POST /bookings → 201 (11ms)
[2026-07-13 02:52:43] GET /rooms/available → 422 (4ms)
[2026-07-13 02:52:43] GET /rooms/99999 → 404 (5ms)
[2026-07-13 03:05:22] POST /rooms → 201 (19ms)
[2026-07-13 03:05:22] GET /rooms → 200 (5ms)
[2026-07-13 03:05:22] POST /rooms → 201 (9ms)
[2026-07-13 03:05:22] POST /bookings → 201 (16ms)
[2026-07-13 03:05:22] POST /rooms → 201 (9ms)
[2026-07-13 03:05:22] POST /bookings → 201 (11ms)
[2026-07-13 03:05:22] POST /bookings → 409 (5ms)
[2026-07-13 03:05:22] POST /rooms → 201 (12ms)
[2026-07-13 03:05:22] POST /bookings → 201 (13ms)
[2026-07-13 03:05:22] DELETE /bookings/1 → 200 (32ms)
[2026-07-13 03:05:22] POST /rooms → 201 (11ms)
[2026-07-13 03:05:23] POST /rooms → 201 (10ms)
[2026-07-13 03:05:23] POST /bookings → 201 (11ms)
[2026-07-13 03:05:23] GET /rooms/available → 422 (3ms)
[2026-07-13 03:05:23] GET /rooms/99999 → 404 (5ms)
[2026-07-13 03:07:08] POST /rooms → 201 (22ms)
[2026-07-13 03:07:08] GET /rooms → 200 (6ms)
[2026-07-13 03:07:08] POST /rooms → 201 (12ms)
[2026-07-13 03:07:08] POST /bookings → 201 (20ms)
[2026-07-13 03:07:08] POST /rooms → 201 (11ms)
[2026-07-13 03:07:08] POST /bookings → 201 (14ms)
[2026-07-13 03:07:08] POST /bookings → 409 (7ms)
[2026-07-13 03:07:08] POST /rooms → 201 (10ms)
[2026-07-13 03:07:08] POST /bookings → 201 (15ms)
[2026-07-13 03:07:08] DELETE /bookings/1 → 200 (12ms)
[2026-07-13 03:07:08] GET /rooms/99999 → 404 (5ms)
